Spirochaetes: Colorectal Neoplasms, Parkinson Disease, Alzheimer Disease, Lung Neoplasms, Mouth Neoplasms, Stomach Neoplasms, Breast Neoplasms, Ulcerative Colitis, Liver Neoplasms, Pancreatic Neoplasms, Crohn Disease, Uterine Cervical Neoplasms, Thyroid Neoplasms, Urinary Bladder Neoplasms, Esophageal Neoplasms, Celiac Disease, Head and Neck Neoplasms, Inflammatory Bowel Diseases, Atherosclerosis, Hypertension
Clostridia: Lung Neoplasms, Parkinson Disease, Stomach Neoplasms, Alzheimer Disease, Colorectal Neoplasms, Liver Neoplasms, Mouth Neoplasms, Breast Neoplasms, Ulcerative Colitis, Pancreatic Neoplasms, Crohn Disease, Uterine Cervical Neoplasms, Thyroid Neoplasms, Urinary Bladder Neoplasms, Esophageal Neoplasms, Celiac Disease, Head and Neck Neoplasms, Inflammatory Bowel Diseases, Atherosclerosis, Hypertension
Clostridiales: Parkinson Disease, Colorectal Neoplasms, Lung Neoplasms, Alzheimer Disease, Stomach Neoplasms, Mouth Neoplasms, Liver Neoplasms, Breast Neoplasms, Ulcerative Colitis, Pancreatic Neoplasms, Crohn Disease, Uterine Cervical Neoplasms, Thyroid Neoplasms, Urinary Bladder Neoplasms, Esophageal Neoplasms, Celiac Disease, Head and Neck Neoplasms, Inflammatory Bowel Diseases, Atherosclerosis, Hypertension
Collinsella: Colorectal Neoplasms, Parkinson Disease, Alzheimer Disease, Lung Neoplasms, Mouth Neoplasms, Stomach Neoplasms, Breast Neoplasms, Ulcerative Colitis, Liver Neoplasms, Pancreatic Neoplasms, Crohn Disease, Uterine Cervical Neoplasms, Thyroid Neoplasms, Urinary Bladder Neoplasms, Esophageal Neoplasms, Celiac Disease, Head and Neck Neoplasms, Inflammatory Bowel Diseases, Atherosclerosis, Hypertension
Coriobacteriaceae: Lung Neoplasms, Parkinson Disease, Stomach Neoplasms, Alzheimer Disease, Colorectal Neoplasms, Liver Neoplasms, Mouth Neoplasms, Breast Neoplasms, Ulcerative Colitis, Pancreatic Neoplasms, Crohn Disease, Uterine Cervical Neoplasms, Thyroid Neoplasms, Urinary Bladder Neoplasms, Esophageal Neoplasms, Celiac Disease, Head and Neck Neoplasms, Inflammatory Bowel Diseases, Atherosclerosis, Hypertension
Coriobacteriales: Parkinson Disease, Lung Neoplasms, Colorectal Neoplasms, Alzheimer Disease, Stomach Neoplasms, Mouth Neoplasms, Liver Neoplasms, Breast Neoplasms, Ulcerative Colitis, Pancreatic Neoplasms, Crohn Disease, Uterine Cervical Neoplasms, Thyroid Neoplasms, Urinary Bladder Neoplasms, Esophageal Neoplasms, Celiac Disease, Head and Neck Neoplasms, Inflammatory Bowel Diseases, Atherosclerosis, Hypertension
Coriobacteriia: Parkinson Disease, Colorectal Neoplasms, Lung Neoplasms, Alzheimer Disease, Stomach Neoplasms, Mouth Neoplasms, Liver Neoplasms, Breast Neoplasms, Ulcerative Colitis, Pancreatic Neoplasms, Crohn Disease, Uterine Cervical Neoplasms, Thyroid Neoplasms, Urinary Bladder Neoplasms, Esophageal Neoplasms, Celiac Disease, Head and Neck Neoplasms, Inflammatory Bowel Diseases, Atherosclerosis, Hypertension
Enterobacterales: Parkinson Disease, Lung Neoplasms, Colorectal Neoplasms, Alzheimer Disease, Stomach Neoplasms, Mouth Neoplasms, Liver Neoplasms, Breast Neoplasms, Ulcerative Colitis, Pancreatic Neoplasms, Crohn Disease, Uterine Cervical Neoplasms, Thyroid Neoplasms, Urinary Bladder Neoplasms, Esophageal Neoplasms, Celiac Disease, Head and Neck Neoplasms, Inflammatory Bowel Diseases, Atherosclerosis, Hypertension
Fusobacteriales: Parkinson Disease, Lung Neoplasms, Colorectal Neoplasms, Alzheimer Disease, Stomach Neoplasms, Mouth Neoplasms, Liver Neoplasms, Breast Neoplasms, Ulcerative Colitis, Pancreatic Neoplasms, Crohn Disease, Uterine Cervical Neoplasms, Thyroid Neoplasms, Urinary Bladder Neoplasms, Esophageal Neoplasms, Celiac Disease, Head and Neck Neoplasms, Inflammatory Bowel Diseases, Atherosclerosis, Hypertension
Fusobacteriia: Colorectal Neoplasms, Parkinson Disease, Lung Neoplasms, Alzheimer Disease, Stomach Neoplasms, Mouth Neoplasms, Liver Neoplasms, Breast Neoplasms, Ulcerative Colitis, Pancreatic Neoplasms, Crohn Disease, Uterine Cervical Neoplasms, Thyroid Neoplasms, Urinary Bladder Neoplasms, Esophageal Neoplasms, Celiac Disease, Head and Neck Neoplasms, Inflammatory Bowel Diseases, Atherosclerosis, Hypertension
Gammaproteobacteria: Parkinson Disease, Colorectal Neoplasms, Lung Neoplasms, Alzheimer Disease, Stomach Neoplasms, Mouth Neoplasms, Liver Neoplasms, Breast Neoplasms, Ulcerative Colitis, Pancreatic Neoplasms, Crohn Disease, Uterine Cervical Neoplasms, Thyroid Neoplasms, Urinary Bladder Neoplasms, Esophageal Neoplasms, Celiac Disease, Head and Neck Neoplasms, Inflammatory Bowel Diseases, Atherosclerosis, Hypertension
Hallella: Colorectal Neoplasms, Parkinson Disease, Alzheimer Disease, Mouth Neoplasms, Lung Neoplasms, Breast Neoplasms, Ulcerative Colitis, Stomach Neoplasms, Pancreatic Neoplasms, Liver Neoplasms, Crohn Disease, Uterine Cervical Neoplasms, Thyroid Neoplasms, Urinary Bladder Neoplasms, Esophageal Neoplasms, Head and Neck Neoplasms, Celiac Disease, Inflammatory Bowel Diseases, Atherosclerosis, Hypertension
Lactobacillaceae: Parkinson Disease, Colorectal Neoplasms, Lung Neoplasms, Alzheimer Disease, Stomach Neoplasms, Mouth Neoplasms, Liver Neoplasms, Breast Neoplasms, Ulcerative Colitis, Pancreatic Neoplasms, Crohn Disease, Uterine Cervical Neoplasms, Thyroid Neoplasms, Urinary Bladder Neoplasms, Esophageal Neoplasms, Celiac Disease, Head and Neck Neoplasms, Inflammatory Bowel Diseases, Atherosclerosis, Hypertension
Lactobacillales: Colorectal Neoplasms, Parkinson Disease, Lung Neoplasms, Alzheimer Disease, Mouth Neoplasms, Stomach Neoplasms, Breast Neoplasms, Liver Neoplasms, Ulcerative Colitis, Pancreatic Neoplasms, Crohn Disease, Uterine Cervical Neoplasms, Thyroid Neoplasms, Urinary Bladder Neoplasms, Esophageal Neoplasms, Celiac Disease, Head and Neck Neoplasms, Inflammatory Bowel Diseases, Atherosclerosis, Hypertension
Lactococcus: Colorectal Neoplasms, Parkinson Disease, Alzheimer Disease, Mouth Neoplasms, Lung Neoplasms, Breast Neoplasms, Stomach Neoplasms, Ulcerative Colitis, Liver Neoplasms, Pancreatic Neoplasms, Crohn Disease, Uterine Cervical Neoplasms, Thyroid Neoplasms, Urinary Bladder Neoplasms, Esophageal Neoplasms, Celiac Disease, Head and Neck Neoplasms, Inflammatory Bowel Diseases, Atherosclerosis, Hypertension
Mollicutes: Colorectal Neoplasms, Parkinson Disease, Lung Neoplasms, Alzheimer Disease, Mouth Neoplasms, Stomach Neoplasms, Liver Neoplasms, Breast Neoplasms, Ulcerative Colitis, Pancreatic Neoplasms, Crohn Disease, Uterine Cervical Neoplasms, Thyroid Neoplasms, Urinary Bladder Neoplasms, Esophageal Neoplasms, Celiac Disease, Head and Neck Neoplasms, Inflammatory Bowel Diseases, Atherosclerosis, Hypertension
Peptococcaceae: Colorectal Neoplasms, Parkinson Disease, Lung Neoplasms, Alzheimer Disease, Stomach Neoplasms, Mouth Neoplasms, Liver Neoplasms, Breast Neoplasms, Ulcerative Colitis, Pancreatic Neoplasms, Crohn Disease, Uterine Cervical Neoplasms, Thyroid Neoplasms, Urinary Bladder Neoplasms, Esophageal Neoplasms, Celiac Disease, Head and Neck Neoplasms, Inflammatory Bowel Diseases, Atherosclerosis, Hypertension
Peptococcus: Parkinson Disease, Colorectal Neoplasms, Lung Neoplasms, Alzheimer Disease, Stomach Neoplasms, Mouth Neoplasms, Liver Neoplasms, Ulcerative Colitis, Breast Neoplasms, Pancreatic Neoplasms, Crohn Disease, Uterine Cervical Neoplasms, Thyroid Neoplasms, Urinary Bladder Neoplasms, Esophageal Neoplasms, Celiac Disease, Head and Neck Neoplasms, Inflammatory Bowel Diseases, Atherosclerosis, Hypertension
Roseburia: Colorectal Neoplasms, Parkinson Disease, Alzheimer Disease, Lung Neoplasms, Mouth Neoplasms, Breast Neoplasms, Stomach Neoplasms, Ulcerative Colitis, Pancreatic Neoplasms, Liver Neoplasms, Crohn Disease, Uterine Cervical Neoplasms, Thyroid Neoplasms, Urinary Bladder Neoplasms, Esophageal Neoplasms, Celiac Disease, Head and Neck Neoplasms, Inflammatory Bowel Diseases, Atherosclerosis, Hypertension
Ruminococcaceae: Lung Neoplasms, Parkinson Disease, Alzheimer Disease, Stomach Neoplasms, Colorectal Neoplasms, Liver Neoplasms, Mouth Neoplasms, Breast Neoplasms, Ulcerative Colitis, Pancreatic Neoplasms, Crohn Disease, Uterine Cervical Neoplasms, Thyroid Neoplasms, Urinary Bladder Neoplasms, Esophageal Neoplasms, Celiac Disease, Head and Neck Neoplasms, Inflammatory Bowel Diseases, Atherosclerosis, Hypertension
Ruminococcus: Lung Neoplasms, Parkinson Disease, Stomach Neoplasms, Alzheimer Disease, Colorectal Neoplasms, Liver Neoplasms, Mouth Neoplasms, Breast Neoplasms, Ulcerative Colitis, Pancreatic Neoplasms, Crohn Disease, Uterine Cervical Neoplasms, Thyroid Neoplasms, Urinary Bladder Neoplasms, Esophageal Neoplasms, Celiac Disease, Head and Neck Neoplasms, Inflammatory Bowel Diseases, Atherosclerosis, Hypertension
Shigella: Colorectal Neoplasms, Parkinson Disease, Mouth Neoplasms, Alzheimer Disease, Lung Neoplasms, Breast Neoplasms, Ulcerative Colitis, Pancreatic Neoplasms, Stomach Neoplasms, Liver Neoplasms, Crohn Disease, Uterine Cervical Neoplasms, Thyroid Neoplasms, Urinary Bladder Neoplasms, Esophageal Neoplasms, Head and Neck Neoplasms, Celiac Disease, Inflammatory Bowel Diseases, Atherosclerosis, Hypertension
Streptococcaceae: Parkinson Disease, Lung Neoplasms, Colorectal Neoplasms, Alzheimer Disease, Stomach Neoplasms, Mouth Neoplasms, Liver Neoplasms, Breast Neoplasms, Ulcerative Colitis, Pancreatic Neoplasms, Crohn Disease, Uterine Cervical Neoplasms, Thyroid Neoplasms, Urinary Bladder Neoplasms, Esophageal Neoplasms, Celiac Disease, Head and Neck Neoplasms, Inflammatory Bowel Diseases, Atherosclerosis, Hypertension
Subdoligranulum: Colorectal Neoplasms, Parkinson Disease, Alzheimer Disease, Lung Neoplasms, Mouth Neoplasms, Stomach Neoplasms, Breast Neoplasms, Ulcerative Colitis, Liver Neoplasms, Pancreatic Neoplasms, Crohn Disease, Uterine Cervical Neoplasms, Thyroid Neoplasms, Urinary Bladder Neoplasms, Esophageal Neoplasms, Celiac Disease, Head and Neck Neoplasms, Inflammatory Bowel Diseases, Atherosclerosis, Hypertension
Tenericutes: Colorectal Neoplasms, Parkinson Disease, Lung Neoplasms, Alzheimer Disease, Mouth Neoplasms, Stomach Neoplasms, Breast Neoplasms, Liver Neoplasms, Ulcerative Colitis, Pancreatic Neoplasms, Crohn Disease, Uterine Cervical Neoplasms, Thyroid Neoplasms, Urinary Bladder Neoplasms, Esophageal Neoplasms, Celiac Disease, Head and Neck Neoplasms, Inflammatory Bowel Diseases, Atherosclerosis, Hypertension
Bacillus megaterium: Parkinson Disease, Colorectal Neoplasms, Mouth Neoplasms, Alzheimer Disease, Lung Neoplasms, Ulcerative Colitis, Stomach Neoplasms, Breast Neoplasms, Liver Neoplasms, Pancreatic Neoplasms, Crohn Disease, Uterine Cervical Neoplasms, Thyroid Neoplasms, Urinary Bladder Neoplasms, Esophageal Neoplasms, Celiac Disease, Head and Neck Neoplasms, Inflammatory Bowel Diseases, Atherosclerosis, Hypertension
Bacteroides fragilis: Parkinson Disease, Colorectal Neoplasms, Lung Neoplasms, Alzheimer Disease, Stomach Neoplasms, Mouth Neoplasms, Liver Neoplasms, Ulcerative Colitis, Breast Neoplasms, Pancreatic Neoplasms, Crohn Disease, Uterine Cervical Neoplasms, Thyroid Neoplasms, Urinary Bladder Neoplasms, Esophageal Neoplasms, Celiac Disease, Head and Neck Neoplasms, Inflammatory Bowel Diseases, Atherosclerosis, Hypertension
Bacteroides zoogleoformans: Parkinson Disease, Colorectal Neoplasms, Ulcerative Colitis, Mouth Neoplasms, Alzheimer Disease, Lung Neoplasms, Breast Neoplasms, Stomach Neoplasms, Crohn Disease, Liver Neoplasms, Pancreatic Neoplasms, Uterine Cervical Neoplasms, Thyroid Neoplasms, Urinary Bladder Neoplasms, Esophageal Neoplasms, Celiac Disease, Head and Neck Neoplasms, Inflammatory Bowel Diseases, Atherosclerosis, Hypertension
Clostridioides difficile: Colorectal Neoplasms, Parkinson Disease, Lung Neoplasms, Stomach Neoplasms, Alzheimer Disease, Mouth Neoplasms, Liver Neoplasms, Ulcerative Colitis, Breast Neoplasms, Pancreatic Neoplasms, Crohn Disease, Uterine Cervical Neoplasms, Thyroid Neoplasms, Urinary Bladder Neoplasms, Esophageal Neoplasms, Celiac Disease, Head and Neck Neoplasms, Inflammatory Bowel Diseases, Atherosclerosis, Hypertension
Enterococcus durans: Parkinson Disease, Colorectal Neoplasms, Lung Neoplasms, Alzheimer Disease, Mouth Neoplasms, Stomach Neoplasms, Ulcerative Colitis, Breast Neoplasms, Liver Neoplasms, Pancreatic Neoplasms, Crohn Disease, Uterine Cervical Neoplasms, Thyroid Neoplasms, Urinary Bladder Neoplasms, Esophageal Neoplasms, Celiac Disease, Head and Neck Neoplasms, Inflammatory Bowel Diseases, Atherosclerosis, Hypertension
Enterococcus faecium: Colorectal Neoplasms, Parkinson Disease, Mouth Neoplasms, Alzheimer Disease, Ulcerative Colitis, Breast Neoplasms, Lung Neoplasms, Pancreatic Neoplasms, Stomach Neoplasms, Liver Neoplasms, Crohn Disease, Uterine Cervical Neoplasms, Thyroid Neoplasms, Urinary Bladder Neoplasms, Esophageal Neoplasms, Head and Neck Neoplasms, Celiac Disease, Inflammatory Bowel Diseases, Atherosclerosis, Hypertension
Enterococcus saccharolyticus: Colorectal Neoplasms, Parkinson Disease, Stomach Neoplasms, Lung Neoplasms, Mouth Neoplasms, Alzheimer Disease, Ulcerative Colitis, Liver Neoplasms, Breast Neoplasms, Pancreatic Neoplasms, Crohn Disease, Uterine Cervical Neoplasms, Thyroid Neoplasms, Urinary Bladder Neoplasms, Esophageal Neoplasms, Celiac Disease, Head and Neck Neoplasms, Inflammatory Bowel Diseases, Atherosclerosis, Hypertension
Limosilactobacillus fermentum: Colorectal Neoplasms, Parkinson Disease, Alzheimer Disease, Mouth Neoplasms, Lung Neoplasms, Breast Neoplasms, Ulcerative Colitis, Stomach Neoplasms, Pancreatic Neoplasms, Liver Neoplasms, Crohn Disease, Uterine Cervical Neoplasms, Thyroid Neoplasms, Urinary Bladder Neoplasms, Esophageal Neoplasms, Head and Neck Neoplasms, Celiac Disease, Inflammatory Bowel Diseases, Atherosclerosis, Hypertension
Lactobacillus ruminis: Colorectal Neoplasms, Parkinson Disease, Lung Neoplasms, Stomach Neoplasms, Alzheimer Disease, Mouth Neoplasms, Liver Neoplasms, Ulcerative Colitis, Breast Neoplasms, Pancreatic Neoplasms, Crohn Disease, Uterine Cervical Neoplasms, Thyroid Neoplasms, Urinary Bladder Neoplasms, Esophageal Neoplasms, Celiac Disease, Head and Neck Neoplasms, Inflammatory Bowel Diseases, Atherosclerosis, Hypertension
Listeria sp.: Parkinson Disease, Colorectal Neoplasms, Ulcerative Colitis, Mouth Neoplasms, Alzheimer Disease, Lung Neoplasms, Breast Neoplasms, Stomach Neoplasms, Crohn Disease, Liver Neoplasms, Pancreatic Neoplasms, Uterine Cervical Neoplasms, Thyroid Neoplasms, Urinary Bladder Neoplasms, Esophageal Neoplasms, Celiac Disease, Head and Neck Neoplasms, Inflammatory Bowel Diseases, Atherosclerosis, Hypertension
Oenococcus oeni: Parkinson Disease, Colorectal Neoplasms, Ulcerative Colitis, Mouth Neoplasms, Lung Neoplasms, Alzheimer Disease, Stomach Neoplasms, Breast Neoplasms, Liver Neoplasms, Crohn Disease, Pancreatic Neoplasms, Uterine Cervical Neoplasms, Thyroid Neoplasms, Urinary Bladder Neoplasms, Esophageal Neoplasms, Celiac Disease, Head and Neck Neoplasms, Inflammatory Bowel Diseases, Atherosclerosis, Hypertension
Ruminococcus albus: Colorectal Neoplasms, Parkinson Disease, Mouth Neoplasms, Alzheimer Disease, Lung Neoplasms, Ulcerative Colitis, Breast Neoplasms, Stomach Neoplasms, Pancreatic Neoplasms, Liver Neoplasms, Crohn Disease, Uterine Cervical Neoplasms, Thyroid Neoplasms, Urinary Bladder Neoplasms, Esophageal Neoplasms, Head and Neck Neoplasms, Celiac Disease, Inflammatory Bowel Diseases, Atherosclerosis, Hypertension
Ruminococcus bromii: Colorectal Neoplasms, Parkinson Disease, Lung Neoplasms, Stomach Neoplasms, Alzheimer Disease, Mouth Neoplasms, Liver Neoplasms, Ulcerative Colitis, Breast Neoplasms, Pancreatic Neoplasms, Crohn Disease, Uterine Cervical Neoplasms, Thyroid Neoplasms, Urinary Bladder Neoplasms, Esophageal Neoplasms, Celiac Disease, Head and Neck Neoplasms, Inflammatory Bowel Diseases, Atherosclerosis, Hypertension
Ruminococcus callidus: Parkinson Disease, Colorectal Neoplasms, Lung Neoplasms, Alzheimer Disease, Stomach Neoplasms, Mouth Neoplasms, Liver Neoplasms, Ulcerative Colitis, Breast Neoplasms, Pancreatic Neoplasms, Crohn Disease, Uterine Cervical Neoplasms, Thyroid Neoplasms, Urinary Bladder Neoplasms, Esophageal Neoplasms, Celiac Disease, Head and Neck Neoplasms, Inflammatory Bowel Diseases, Atherosclerosis, Hypertension
Sphingomonas paucimobilis: Parkinson Disease, Colorectal Neoplasms, Ulcerative Colitis, Mouth Neoplasms, Lung Neoplasms, Alzheimer Disease, Stomach Neoplasms, Breast Neoplasms, Liver Neoplasms, Crohn Disease, Pancreatic Neoplasms, Uterine Cervical Neoplasms, Thyroid Neoplasms, Urinary Bladder Neoplasms, Esophageal Neoplasms, Celiac Disease, Head and Neck Neoplasms, Inflammatory Bowel Diseases, Atherosclerosis, Hypertension
Staphylococcus auricularis: Parkinson Disease, Colorectal Neoplasms, Ulcerative Colitis, Mouth Neoplasms, Alzheimer Disease, Lung Neoplasms, Breast Neoplasms, Stomach Neoplasms, Crohn Disease, Liver Neoplasms, Pancreatic Neoplasms, Uterine Cervical Neoplasms, Thyroid Neoplasms, Urinary Bladder Neoplasms, Esophageal Neoplasms, Celiac Disease, Head and Neck Neoplasms, Inflammatory Bowel Diseases, Atherosclerosis, Hypertension
Weissella viridescens: Parkinson Disease, Colorectal Neoplasms, Ulcerative Colitis, Mouth Neoplasms, Alzheimer Disease, Lung Neoplasms, Breast Neoplasms, Stomach Neoplasms, Crohn Disease, Liver Neoplasms, Pancreatic Neoplasms, Uterine Cervical Neoplasms, Thyroid Neoplasms, Urinary Bladder Neoplasms, Esophageal Neoplasms, Celiac Disease, Head and Neck Neoplasms, Inflammatory Bowel Diseases, Atherosclerosis, Hypertension
Pseudomonas luteola: Colorectal Neoplasms, Parkinson Disease, Mouth Neoplasms, Ulcerative Colitis, Alzheimer Disease, Breast Neoplasms, Lung Neoplasms, Pancreatic Neoplasms, Stomach Neoplasms, Crohn Disease, Liver Neoplasms, Uterine Cervical Neoplasms, Thyroid Neoplasms, Urinary Bladder Neoplasms, Esophageal Neoplasms, Head and Neck Neoplasms, Celiac Disease, Inflammatory Bowel Diseases, Atherosclerosis, Hypertension
Desulfovibrio: Parkinson Disease, Lung Neoplasms, Colorectal Neoplasms, Stomach Neoplasms, Alzheimer Disease, Mouth Neoplasms, Liver Neoplasms, Breast Neoplasms, Ulcerative Colitis, Pancreatic Neoplasms, Crohn Disease, Uterine Cervical Neoplasms, Thyroid Neoplasms, Urinary Bladder Neoplasms, Esophageal Neoplasms, Celiac Disease, Head and Neck Neoplasms, Inflammatory Bowel Diseases, Atherosclerosis, Hypertension
Pseudomonas aeruginosa: Colorectal Neoplasms, Parkinson Disease, Alzheimer Disease, Mouth Neoplasms, Lung Neoplasms, Breast Neoplasms, Ulcerative Colitis, Stomach Neoplasms, Liver Neoplasms, Pancreatic Neoplasms, Crohn Disease, Uterine Cervical Neoplasms, Thyroid Neoplasms, Urinary Bladder Neoplasms, Esophageal Neoplasms, Celiac Disease, Head and Neck Neoplasms, Inflammatory Bowel Diseases, Atherosclerosis, Hypertension
Bifidobacterium adolescentis: Parkinson Disease, Colorectal Neoplasms, Lung Neoplasms, Alzheimer Disease, Stomach Neoplasms, Mouth Neoplasms, Liver Neoplasms, Breast Neoplasms, Ulcerative Colitis, Pancreatic Neoplasms, Crohn Disease, Uterine Cervical Neoplasms, Thyroid Neoplasms, Urinary Bladder Neoplasms, Esophageal Neoplasms, Celiac Disease, Head and Neck Neoplasms, Inflammatory Bowel Diseases, Atherosclerosis, Hypertension
Dialister invisus: Colorectal Neoplasms, Parkinson Disease, Stomach Neoplasms, Lung Neoplasms, Mouth Neoplasms, Alzheimer Disease, Liver Neoplasms, Ulcerative Colitis, Breast Neoplasms, Pancreatic Neoplasms, Crohn Disease, Uterine Cervical Neoplasms, Thyroid Neoplasms, Urinary Bladder Neoplasms, Esophageal Neoplasms, Celiac Disease, Head and Neck Neoplasms, Inflammatory Bowel Diseases, Atherosclerosis, Hypertension
Bacteroides: Lung Neoplasms, Stomach Neoplasms, Parkinson Disease, Alzheimer Disease, Liver Neoplasms, Colorectal Neoplasms, Mouth Neoplasms, Breast Neoplasms, Ulcerative Colitis, Pancreatic Neoplasms, Crohn Disease, Uterine Cervical Neoplasms, Thyroid Neoplasms, Urinary Bladder Neoplasms, Esophageal Neoplasms, Celiac Disease, Head and Neck Neoplasms, Inflammatory Bowel Diseases, Atherosclerosis, Hypertension
Papillibacter: Colorectal Neoplasms, Parkinson Disease, Mouth Neoplasms, Alzheimer Disease, Lung Neoplasms, Ulcerative Colitis, Breast Neoplasms, Stomach Neoplasms, Liver Neoplasms, Pancreatic Neoplasms, Crohn Disease, Uterine Cervical Neoplasms, Thyroid Neoplasms, Urinary Bladder Neoplasms, Esophageal Neoplasms, Celiac Disease, Head and Neck Neoplasms, Inflammatory Bowel Diseases, Atherosclerosis, Hypertension
Chlamydia pneumoniae: Vascular Stiffness, Squamous Intraepithelial Lesions, Biliary Tract Neoplasms, Diverticular Diseases, Gastroesophageal Reflux, Gastroenteritis, Acute Lymphoblastic Leukemia, Peripheral Arterial Disease, Laryngeal Neoplasms, Diarrhea, Constipation, Pharyngeal Neoplasms, Gallbladder Neoplasms, Endometrial Neoplasms, Thrombosis, Rectal Neoplasms, Tongue Neoplasms, Coronary Heart Disease, Amyotrophic Lateral Sclerosis, Prostatic Neoplasms
